"job_id","job_title","company_name","job_description","created_at","modified_at","expiry_date","number_of_openings","education","experience","city","state","salary","trade","type_of_work"
d50af72e-d4e3-4e8b-a1b1-2e4f1d19f995,B.e electrical engineering diploma electrical ,BEST Electricl solutions ,<p>Onliy female</p>,2022-05-18 13:16:47.083 +0530,2022-05-18 13:16:47.083 +0530,2022-06-17 13:16:47.507 +0530,1,Diploma,"0-2 Yrs",Ahmedabad,Gujarat,Rs. 10000 to Rs.15000,Electrician,Full Time
"8aa42d18-565e-4669-84da-1885213a068e",Bending machine operator ,Client of bhakti consultant,<p>Bending machine operator</p>,2022-05-18 13:21:56.872 +0530,2022-05-18 13:21:56.872 +0530,2022-06-17 13:21:57.308 +0530,2,ITI,"0-2 Yrs",Gandhinagar (Gujarat),Gujarat,Rs. 10000 to Rs.15000,Mechnical Fitter,Full Time
"4713d170-7d34-4ead-88f5-d644a1f3a909",Data Entry,Expertway,"<p>Job description</p><p>Urgent Hiring for Computer/Data Entry Operator</p><p>Basic Typing speed, Basic Computer Knowledge</p><p>Need laptop/Desktop or Android phone</p><p>Training and Demo will be provided by our Team</p><p>Fresher and Experience Both can Apply</p><p>No target Work</p><p>No Time Boundation</p>",2022-05-28 15:08:34.193 +0530,2022-05-31 17:54:22.821 +0530,2022-06-27 15:08:34.593 +0530,40,"8th Class or Below",Fresher,Ludhiana,Punjab,Rs. 15001 to Rs.25000,Computer Operator and Programming Assistant,Full Time
"7cd632c3-fa2f-4262-903e-555c3da00b1b",Data Entry,Expertway,"<p>Job description</p><p>Urgent Hiring for Computer/Data Entry Operator</p><p>Basic Typing speed, Basic Computer Knowledge</p><p>Need laptop/Desktop or Android phone</p><p>Training and Demo will be provided by our Team</p><p>Fresher and Experience Both can Apply</p><p>No target Work</p><p>No Time Boundation</p>",2022-05-28 15:05:11.093 +0530,2022-05-31 17:55:19.076 +0530,2022-06-27 15:05:11.470 +0530,40,"8th Class or Below",Fresher,Chittoor,Andhra Pradesh,Rs. 15001 to Rs.25000,Computer Operator and Programming Assistant,Full Time
"769d127c-97f7-4713-99fa-c3075b7e707b",Computer Operator,Unique Consulting Services,<p>Required Computer Operator</p>,2021-11-29 13:21:10.078 +0530,2021-11-29 13:37:14.036 +0530,2021-12-29 13:21:10.078 +0530,3,Graduate,"3-5 yrs",Noida,Uttar Pradesh,Rs. 15001 to Rs.25000,Computer Operator and Programming Assistant,Full Time
d38542a8-6184-4eb6-bf29-688b311442a2,Storekeeper ,Amul company ,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-25 06:44:22.199 +0530,2022-06-25 06:44:22.199 +0530,2022-07-25 06:44:22.579 +0530,24,"10th Pass",Fresher,Katihar,Bihar,Rs. 10000 to Rs.15000,Food Production (General),Full Time
accfe862-fc4f-4a9c-9e75-a31cf056aab7,ITI,TDS Placement & Services Pvt. Ltd.,<p>Need ITI Trade Candates</p><p><br></p><p>ITI Fitter</p><p>ITI Diesel Mechanic</p><p>ITI Tractor Mechanic</p><p>Salary : @ 10000/-</p><p>Duty Hours: 8 Hours</p>,2022-05-31 14:39:58.424 +0530,2022-05-31 14:52:46.667 +0530,2022-06-30 14:39:58.877 +0530,20,ITI,Fresher,Chandigarh,Chandigarh,Less than Rs.10000,Mechanic Diesel,Full Time
"73e7aadb-a31b-4e6e-ac6b-ca4ee68134ae",Businesses Development Officer,GLOBAL SERVICES,"<p>REQUIRED BUSINESS DEVELOPMENT EXECUTIVES FOR MANPOWER CONSULTANCY FIRM LOCATED AT FARIDABAD. KEY ROLE - KNOWLEDGE OF CONTRACT LABOUR , HOUSEKEEPING, OUTSOURCING OF STAFF . </p>",2022-05-18 16:59:13.157 +0530,2022-05-18 16:59:13.157 +0530,2022-06-17 16:59:13.551 +0530,5,Graduate,"3-5 yrs",Faridabad (Haryana),Haryana,Rs. 15001 to Rs.25000,Surveyor,Full Time
"5f2cf8a8-12b4-4573-9465-22097d1c6147",Supervisor,NATRAJ NETMART service ,<p>We are looking for the supervisor.</p>,2022-05-28 23:00:08.283 +0530,2022-05-31 17:50:28.083 +0530,2022-06-27 23:00:08.682 +0530,65,"8th Class or Below",Fresher,Amethi,Uttar Pradesh,Less than Rs.10000,Labour Helper,Full Time
dd1d4edb-daf1-4697-909e-071a14cc4d43,Storekeeper ,Amul company ,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-25 06:45:17.550 +0530,2022-06-25 06:45:17.550 +0530,2022-07-25 06:45:17.883 +0530,36,"10th Pass",Fresher,Lakhisarai,Bihar,Rs. 10000 to Rs.15000,Food Production (General),Full Time
f2b97588-3c9a-4555-8e10-33645b3ec421,"3 varsh",Koi bhi company Ho,<p>Ham naukari karte hain sahi aur imandari se kam Kiya hai har jagah dur ke chakkar najdeek mein kam karna chahte hain</p>,2022-07-05 12:39:27.583 +0530,2022-07-05 14:09:45.741 +0530,2022-08-04 12:39:27.979 +0530,2072022,"8th Class or Below","3-5 yrs",Rae Bareli,Uttar Pradesh,Rs. 10000 to Rs.15000,Security Guard,Full Time
d0f4cc6c-4bb1-4b8a-86c2-9935ff7bb1e8,Lathe machine operator ,Client of bhakti consultants ,"<p>Lathe operatoring, drawing, tool grinding, instrument knowledge</p>",2022-05-18 13:57:45.553 +0530,2022-05-18 13:57:45.553 +0530,2022-06-17 13:57:45.990 +0530,2,ITI,"0-2 Yrs",Gandhinagar (Gujarat),Gujarat,Rs. 10000 to Rs.15000,Mechnical Fitter,Full Time
"568143e9-13ff-4423-bdcf-1bd77357081d",Data Entry,Expertway,"<p>Job description</p><p>Urgent Hiring for Computer/Data Entry Operator</p><p>Basic Typing speed, Basic Computer Knowledge</p><p>Need laptop/Desktop or Android phone</p><p>Training and Demo will be provided by our Team</p><p>Fresher and Experience Both can Apply</p><p>No target Work</p><p>No Time Boundation</p>",2022-05-28 15:02:42.703 +0530,2022-05-31 17:55:49.520 +0530,2022-06-27 15:02:43.113 +0530,40,"8th Class or Below",Fresher,Gwalior,Madhya Pradesh,Rs. 15001 to Rs.25000,Computer Operator and Programming Assistant,Full Time
fd471092-281c-4e91-99e6-feb798a363f0,electrical engineering technician ,Resources Global Placement,<p>Electrical Engineering Technician</p><p><br></p><p>Job description:</p><p><br></p><p>Need Experience in Below items</p><p><br></p><p># relay logic control panel</p><p># panel design</p><p># automation of control panel</p><p># plc programming (siemens/delta/fujjic)</p><p># electrical &amp; mechanical maintenance work</p>,2022-06-27 14:29:53.800 +0530,2022-06-30 16:51:53.983 +0530,2022-07-27 14:29:54.266 +0530,2,"12th pass","5-10 yrs",Greater Noida,Uttar Pradesh,Rs. 15001 to Rs.25000,Electronics Mechanic,Full Time
bc161c25-5c6e-499b-a1e5-341c642b9f3a,Helper ,Bhagwati product ltd,<p>We have many profiles. Freshers and experienced one can also apply for the same. For B.tech salary 12320ctc +OT+Med.  Salary for deploma holder 11300ct. +OT+Med  salary for ITI 10200+OT+Med </p><p>Bus transportation 509per month ... Full attendence or one absent food cost will be free.. canteen 18rs per day</p><p><br></p><p><br></p><p><br></p><p><br></p>,2022-06-07 17:59:14.188 +0530,2022-06-07 18:55:22.563 +0530,2022-07-07 17:59:14.606 +0530,100,Diploma,Fresher,Bhiwadi,Rajasthan,Rs. 10000 to Rs.15000,Mechanic (Machine Tool Maintenance),Full Time
"792b1d37-cd33-49e8-a70c-f6c84b66b3a4",Helper,Bhagwati product ltd,<p>We are looking for the machine operator helper </p><p>Freshers and experienced both can also apply for the same.</p><p> Salary for deploma holder 11300ct. +OT+Med salary for ITI 10200+OT+Med</p><p><br></p>,2022-06-07 17:56:48.390 +0530,2022-06-07 18:55:30.236 +0530,2022-07-07 17:56:48.775 +0530,100,Diploma,Fresher,Bhiwadi,Rajasthan,Rs. 10000 to Rs.15000,Mechanic (Machine Tool Maintenance),Full Time
bf79474f-5206-451c-a0d5-a3c33fbcead4,Graphic Design,Herbmix,<p>Opening for junior graphic designer.</p>,2022-06-08 11:41:21.302 +0530,2022-06-08 12:55:48.720 +0530,2022-07-08 11:41:21.673 +0530,2,Diploma,"0-2 Yrs",Meerut,Uttar Pradesh,Rs. 10000 to Rs.15000,Computer Aided Embroidery & Designing,Full Time
"32666927-2b46-428a-8db7-a200dfef080f",Helper ,UR hire pvt Ltd ,"<p>Urgent requirement for Film industry shooting line in Helpers, spot boy's, light man, assistant cameraman, assistant director, photographer, actor, models, dancer,</p>",2022-07-05 19:16:17.335 +0530,2022-07-05 19:19:14.285 +0530,2022-08-04 19:16:17.823 +0530,25,"10th Pass","0-2 Yrs",Mumbai,Maharashtra,Rs. 25001 to Rs. 50000,Labour Helper,Full Time
fd78d364-b70e-4e29-9983-47f4602d1330,Quality Engineer ,Desire Consultancy Services,"<p>* Should have on hand experience in Pattern Inspection, Moulds Inspection, Methoding and</p><p>Estimation.</p><p>* Should be Capable of taking over all responsibility of foundry producing about 1000 Tons /</p><p>Month.</p><p>* Should be capable of Guiding Team of Engineers and Contractors in the area of Melting, Mould</p><p>Making, Inspection of finished goods.</p><p>* Should have Knowledge in NDT specially in UT and MT fields.</p><p>* Should have Experience in identifying the defect / Route Course analysis and minimize rejection.</p><p>* Should have Working Knowledge in Heat treatment Specially in Manganese Steel.</p><p>* Should have Knowledge in CO2 and No Bake Process in Moulding area.</p><p>* Should have Worked in Foundry where the Induction furnace capacity not leas then 5 Ton / heat.</p><p>* Should have Knowledge in Standard and foundry Practices.</p>",2022-06-13 16:36:19.062 +0530,2022-06-13 16:46:45.796 +0530,2022-07-13 16:36:19.508 +0530,5,Diploma,"5-10 yrs",Hyderabad,Telangana,Rs. 15001 to Rs.25000,Mechanical Engineering,Full Time
"3f77e955-abed-4265-930e-a5e53d6025ef",Delivery and packing,Shri Ish Catering Services,"<p>Hi I have a food catering and delivery business looking for a candidate for packing and delivery, precaurement of food items.</p>",2022-05-18 14:10:18.209 +0530,2022-05-18 14:41:59.729 +0530,2022-06-17 14:10:18.650 +0530,1,"10th Pass",Fresher,Greater Noida,Uttar Pradesh,Less than Rs.10000,Delivery Executive,Full Time
"9f557412-9362-47c8-a791-ca330f886fa4",Pharmacist,KIRAN SECURITY SERVICE,<p>Diploma in Pharmacy (Ayurveda) + 2 years experience.&nbsp;</p><p>Or&nbsp;</p><p>B. Pharma (Ayurveda) from any Recognized University</p>,2022-06-27 15:03:54.817 +0530,2022-06-27 15:03:54.817 +0530,2022-07-27 15:03:55.262 +0530,5,Diploma,"0-2 Yrs",Ahmedabad,Gujarat,Rs. 15001 to Rs.25000,Health Safety & enviroment,Full Time
d03ef6b3-c850-4daa-b7e6-f3dc8b6132b7,Helper,NATRAJ service ,<p>We are looking for the helper.</p>,2022-05-28 22:58:06.817 +0530,2022-05-31 17:51:48.220 +0530,2022-06-27 22:58:07.293 +0530,55,"8th Class or Below",Fresher,Ayodhya,Uttar Pradesh,Less than Rs.10000,Labour Helper,Full Time
"0303bf64-2ddc-46ec-94da-379b1e41ef3e",Helpar,Nagpal frozan food,<p>Helpar</p>,2022-01-04 07:55:17.728 +0530,2022-01-06 07:43:56.397 +0530,2022-02-03 07:55:17.728 +0530,2365,"10th Pass","5-10 yrs",Chandigarh,Chandigarh,Less than Rs.10000,Labour Helper,Full Time
d12386d9-0809-42d0-a464-17091b81a5ce,Technician (Diploma) Apprentices,Mangalore Electricity Supply Company Limited (MESCOM),<p><strong>✅ MESCOM Apprentice Qualifications:</strong></p><p>✔️ Technician (Diploma) Apprentices: 03 years Diploma in Engineering or Technology in relevant discipline (Electrical and Electronics Engineering).</p><p><br></p><p><strong>✅ MESCOM Apprentice Monthly Stipend:</strong></p><p>✔️ Technician (Diploma) Apprentices: ₹ 8000/- per month</p><p><br></p><p><strong>✅ MESCOM Apprentice Age Limit:&nbsp;</strong>As per Apprenticeship Rules.</p><p><br></p><p><br></p>,2022-06-08 11:49:53.550 +0530,2022-06-08 11:49:58.211 +0530,2022-07-08 11:49:53.959 +0530,71,Diploma,Fresher,Mangalore (Dakshina Kannada),Karnataka,Less than Rs.10000,Electrical Engineering,Apprentice
"75f1eed9-c933-4ddd-8738-d4a37b05fcab",Production Trainee,Prerna Engineering Education Group,<p>Operate CNC And VMC Machine</p>,2022-06-03 16:29:36.691 +0530,2022-06-03 16:50:12.806 +0530,2022-07-03 16:29:37.138 +0530,50,Diploma,Fresher,Manesar,Haryana,Rs. 10000 to Rs.15000,Mechanical,Full Time
fe048dfa-1690-4943-a0c2-d576e364f74d,Design Engineer,Amrit Filtration Equipments ,"<p># Create drawings in both 2 and 3-dimensional form</p><p># Define, create and maintain development methodologies, procedures and standards</p><p># Creation and development of new product</p><p># Creating and developing drawings for existing buyers</p><p># Component standardisation</p><p># Discussing and coordinating component development with job work vendors&nbsp;</p><p># Designing &amp; Developing SPM's &amp; Fixtures</p><p>&nbsp;Deep knowledge of Solid works &amp; Autocad</p>",2022-05-18 15:44:08.638 +0530,2022-05-18 15:50:17.963 +0530,2022-06-17 15:44:09.034 +0530,1,Graduate,"3-5 yrs",Ghaziabad,Uttar Pradesh,Rs. 15001 to Rs.25000,Mechanical,Full Time
"48d84cf3-eb48-49d9-9118-247675fce103",Driver,Central University of Rajasthan (CURAJ),<p>i) Class 10th standard from a recognized School/Board</p><p>ii) Possession of a valid driving commercial license for L/M/H motor vehicles issued by the Competent Authority.</p><p>iii) Knowledge of motor mechanism (the candidate should be able to remove minor defects in vehicles).</p><p>iv) Experience of driving motor vehicles for at least 03 years. Desirable: The candidate having commercial license for Heavy Motor Vehicles will be given preference.</p>,2022-06-08 12:22:11.455 +0530,2022-06-09 12:15:46.608 +0530,2022-07-08 12:22:11.873 +0530,1,"10th Pass","3-5 yrs",Ajmer,Rajasthan,Rs. 15001 to Rs.25000,Drivers,Full Time
"63f2f083-5574-47fe-96b8-7c6a774a5d53",Master Tailor Karigar,Charismastreet,<p>Tailor Master/ Karigar for ladies designer studio</p>,2021-12-15 11:04:06.184 +0530,2021-12-15 11:15:34.800 +0530,2022-01-14 11:04:06.184 +0530,2,"8th Class or Below","3-5 yrs",Thane,Maharashtra,Rs. 25001 to Rs. 50000,Sewing Machine Operator,Full Time
"5a1f9b73-27c1-4717-80b5-e24f6155523c",Storekeeper,NATRAJ SERVICES ,"<p>नटराज कंपनी लखनऊ&nbsp;</p><p>आवश्यता है 105 मेल/फीमेल&nbsp;</p><p>पद: एरियामैनेजर ,स्टोरकीपर् सुपरवाइजर्,हेल्फर्&nbsp;</p><p>आय 11500 से 18500+ रहना+मेडिकल+बोनस&nbsp;</p><p>पता - राजाजीपुरम लखनऊ उत्तर प्रदेश ,</p><p>9455577353</p><p>8090088004</p>",2022-05-28 21:07:55.769 +0530,2022-05-31 17:53:42.670 +0530,2022-06-27 21:07:56.176 +0530,30,"8th Class or Below",Fresher,Lucknow,Uttar Pradesh,Rs. 15001 to Rs.25000,Warehouse associate,Full Time
c0132c95-ecfd-4532-9d6d-33dafd1ebc5b,Store Supervisor ,SSS Placement Consultant,<p>Urgent Hiring For Experience Candidate </p><p><br></p><p>Job Profile :- Store Supervisor&nbsp;</p><p><br></p><p>Job Description :-  </p><p><br></p><p>Diploma Mechanical&nbsp;</p><p><br></p><p>Knowledge of working in ERP</p><p><br></p><p>8-10 Years of handling warehouse of automobile industry&nbsp;</p><p><br></p><p>Salary 20-25PM</p><p><br></p><p>Location :- Faridabad Sec-58</p><p><br></p><p>Only male Candidate can apply </p><p><br></p><p>interested Candidate can share your resume on sssplacement9@gmail.com</p><p>and call on my no 7042414170</p><p><br></p><p>Regards</p><p><br></p><p>SSS Placement</p>,2022-06-03 17:00:24.985 +0530,2022-06-03 17:00:24.985 +0530,2022-07-03 17:00:25.380 +0530,3,Diploma,"3-5 yrs",Faridabad (Haryana),Haryana,Rs. 15001 to Rs.25000,Automobile Technician,Full Time
"80a8102f-5273-4595-b251-ba5e5d914cab",Delivery boy,Sure staffing services,<p>Food delivery</p>,2022-05-03 10:26:59.595 +0530,2022-05-03 10:26:59.595 +0530,2022-06-02 10:26:59.595 +0530,50,"8th Class or Below",Fresher,Mumbai,Maharashtra,Less than Rs.10000,Delivery Executive,Full Time
"15ff75f4-b194-47d0-bc9b-d3aa41420f2d",Mould and tool designing ,Sec technologies ,"<p>Designing of complete mould including the runner system, cavity placement , cooling system , ejector mechanism </p>",2022-07-05 19:57:16.643 +0530,2022-07-06 10:30:28.393 +0530,2022-08-04 19:57:17.042 +0530,1,"10th Pass","5-10 yrs",Delhi,Delhi,Rs. 25001 to Rs. 50000,Tool & Die Maker (Dies & Moulds),Full Time
"6a5de4c7-4b68-4f0a-b48a-f3b6c4ed241d",Electrcian,Wheelseye Technology India Private Limited,"<p>1. 100% Field Job</p><p>2. Basic knowledge of electrical wiring like CD input/output wires.</p><p>3. Candidates having experience in electrical wiring will be given priority.</p><p>4. Qualification - ITI, Diploma.</p><p>5. Salary upto 8k to 14K + inventive + traveling conveyance.</p><p>6. Candidates must have a bike and android phone.</p>",2022-06-23 11:07:37.343 +0530,2022-07-07 13:22:15.671 +0530,2022-07-23 11:07:37.750 +0530,1,ITI,Fresher,Bilaspur (HP),Himachal Pradesh,Less than Rs.10000,Electrician,Full Time
b7a1ddb0-56bc-44f2-9623-79119bab65f4,Nurse,Vaishnaviplacement,<p>Required certified person</p>,2021-12-09 14:52:07.527 +0530,2021-12-09 15:03:47.021 +0530,2022-01-08 14:52:07.527 +0530,5,Graduate,"0-2 Yrs",Kanpur,Uttar Pradesh,Rs. 10000 to Rs.15000,RAC CAC,Full Time
"1721ead9-e008-449e-8b20-4fcaafee43d8",Cook,Central University of Rajasthan (CURAJ),"<p>i) Class 10th Standard from a recognized School/ Board</p><p> ii) Two (02) years of experience in cooking/ catering services in educational institutions/guest houses, reputed hotels, restaurants or similar organizations. Desirable: i) ITI Trade Certificate in Bakery &amp; Confectionery (one year duration) ii) Experience in preparation of vegetarian and nonvegetarian food items both of South Indian/ North</p>",2022-06-08 12:31:35.540 +0530,2022-06-08 12:31:40.386 +0530,2022-07-08 12:31:35.934 +0530,1,ITI,"0-2 Yrs",Ajmer,Rajasthan,Rs. 15001 to Rs.25000,Cook,Full Time
"36b264cc-08d8-4a69-93cd-cc5cf83a607c",Storekeeper ,Amul company ,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-25 06:46:46.362 +0530,2022-06-25 06:46:46.362 +0530,2022-07-25 06:46:46.678 +0530,23,"10th Pass",Fresher,Begusarai,Bihar,Rs. 10000 to Rs.15000,Food Production (General),Full Time
"64aa7b96-e328-4cf8-b519-2bd6c78269bd",Technician/welder ,Jms mining pvt.ltd ,<p>Technician welder </p>,2022-06-03 17:16:23.976 +0530,2022-06-03 17:19:55.877 +0530,2022-07-03 17:16:24.369 +0530,1,ITI,"3-5 yrs",Jabalpur,Madhya Pradesh,Rs. 25001 to Rs. 50000,Welder,Full Time
d41f3b9a-547e-464b-888b-ebab325ee849,Supervisor ,Sudha company ,"<p>सुधा&nbsp;कंपनी में ऑनलाइन ज्वाइनिंग, मोबाइल- 9153293761</p><p>लड़के और लड़कियों कि जरूरत है बिहार/झारखंड</p><p>रहना खाना मेडिकल मोबाइल फ्री</p><p>सैलरी-13850 से 35800 तक</p><p>मोबाइल- 9153293761..</p><p>9am to 3pm</p><p>Thanks.</p>",2022-06-25 06:47:19.796 +0530,2022-06-25 06:47:19.796 +0530,2022-07-25 06:47:20.148 +0530,3,"10th Pass",Fresher,Jamshedpur (East Singhbum),Jharkhand,Rs. 15001 to Rs.25000,Food Production (General),Full Time
c87234af-03db-4609-b6d1-d8e20c5aa7fa,Back office executive,Shah enterprise,"<p>Dear candidates we are hiring candidates for back office work, skilled and smart no age limit basic  computer knowledge is required freshers, experienced, teachers, students, homemaker, and even retired can apply call us on given number for more information. </p>",2022-05-22 23:15:20.321 +0530,2022-05-23 11:05:17.217 +0530,2022-06-21 23:15:20.733 +0530,15,"12th pass",Fresher,Ahmedabad,Gujarat,Rs. 10000 to Rs.15000,Multi Skilled Technician,Full Time
"3b34cdc3-5a02-4ee9-9504-cfbdc7435563",Storekeeper ,Amul company ,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-25 06:47:47.023 +0530,2022-06-25 06:47:47.023 +0530,2022-07-25 06:47:47.445 +0530,31,"10th Pass",Fresher,Ranchi,Jharkhand,Rs. 10000 to Rs.15000,Food Production (General),Full Time
"67282b2a-a50a-45b3-8a08-b14cd84fbdf3",Courier boy,Daynamic Textile pvt ltd,<p>Urgent Hiring for boys.</p>,2022-07-06 07:15:53.704 +0530,2022-07-06 12:09:47.437 +0530,2022-08-05 07:15:54.183 +0530,30,"10th Pass",Fresher,Allahabad,Uttar Pradesh,Rs. 10000 to Rs.15000,Office Boy,Full Time
"5a35f31a-7a43-4600-aff5-64d1ec9a4e0b",MECHANICAL ITI,M.R. METAL INDUSTRIES,<p>ACTIVELY MECHANICAL PERSON</p>,2022-05-18 19:34:16.194 +0530,2022-05-18 19:36:04.595 +0530,2022-06-17 19:34:16.646 +0530,2,"12th pass",Fresher,Ghaziabad,Uttar Pradesh,Rs. 10000 to Rs.15000,Mechanical,Full Time
